Division,Terminal,Terminal.Name,Year,Week,Week.Type,Weekday,Weekday.Name,PCL.Del.Pcs.N_Pct,PCL.Del.Stops.N_Pct,PCL.PU.Pcs.N_Pct,PCL.PU.Stops.N_Pct,Agent.Del.Pcs.N_Pct,Agent.PU.Pcs.N_Pct,Total.Del.Stops.N_Pct,Total.PU.Stops.N_Pct
QUEBEC,101,Terminal Alpha,2026,27,event,2,Monday,2.9635,3.0247,3.0199,3.1755,3.0383,3.0323,2.9934,2.9708
QUEBEC,101,Terminal Alpha,2026,27,event,3,Tuesday,23.4141,25.9902,22.6027,23.6568,24.4923,25.9527,24.5707,25.1009
QUEBEC,101,Terminal Alpha,2026,27,event,4,Wednesday,24.9506,24.0528,26.0695,24.2628,25.7603,24.8331,25.7626,25.6288
QUEBEC,101,Terminal Alpha,2026,27,event,5,Thursday,23.6499,21.9504,24.0734,23.9689,24.0469,24.2732,24.8285,22.5666
QUEBEC,101,Terminal Alpha,2026,27,event,6,Friday,22.1982,21.5032,20.5411,21.4273,20.586,19.7677,19.3485,19.9422
QUEBEC,101,Terminal Alpha,2026,27,event,7,Saturday,2.4285,3.0753,3.2907,3.0854,1.6711,1.7368,2.0972,3.3946
QUEBEC,102,Terminal Beta,2026,27,event,1,Sunday,0.4151,0.4006,0.4076,0.4069,0.4079,0.4112,0.4097,0.3834
QUEBEC,102,Terminal Beta,2026,27,event,2,Monday,3.113,3.0042,3.0571,3.052,3.0595,3.0838,3.0726,2.8755
QUEBEC,102,Terminal Beta,2026,27,event,3,Tuesday,25.0028,25.8115,23.9136,25.6258,26.101,24.6817,24.2534,24.4146
QUEBEC,102,Terminal Beta,2026,27,event,4,Wednesday,22.9944,22.3855,24.999,24.7624,23.1098,25.8452,24.7854,24.0956
QUEBEC,102,Terminal Beta,2026,27,event,5,Thursday,22.5628,23.8148,21.5255,22.4218,22.8355,23.4143,21.8013,23.8716
QUEBEC,102,Terminal Beta,2026,27,event,6,Friday,22.9231,21.8305,22.1794,20.3828,20.4926,20.2981,22.3458,21.159
QUEBEC,102,Terminal Beta,2026,27,event,7,Saturday,2.9889,2.7529,3.9177,3.3483,3.9937,2.2657,3.3319,3.2003
GREATER TORONTO AREA,201,Terminal Gamma,2026,27,event,1,Sunday,0.4149,0.4101,0.4031,0.3875,0.3967,0.419,0.4022,0.4234
GREATER TORONTO AREA,201,Terminal Gamma,2026,27,event,2,Monday,3.112,3.0757,3.0233,2.9059,2.975,3.1423,3.0162,3.1756
GREATER TORONTO AREA,201,Terminal Gamma,2026,27,event,3,Tuesday,23.3499,26.6061,23.6471,24.9125,22.5169,25.0732,22.6996,27.3082
GREATER TORONTO AREA,201,Terminal Gamma,2026,27,event,4,Wednesday,25.2299,23.5341,25.8294,24.4353,24.2507,24.4133,24.9769,23.5108
GREATER TORONTO AREA,201,Terminal Gamma,2026,27,event,5,Thursday,24.4486,21.5872,24.5133,22.7878,23.3998,22.225,24.6367,22.5342
GREATER TORONTO AREA,201,Terminal Gamma,2026,27,event,6,Friday,21.5848,22.8372,19.494,21.28,22.5325,22.6413,22.2039,20.3218
GREATER TORONTO AREA,201,Terminal Gamma,2026,27,event,7,Saturday,1.8599,1.9495,3.0897,3.291,3.9285,2.0859,2.0646,2.726
GREATER TORONTO AREA,202,Terminal Delta,2026,27,event,1,Sunday,0.4066,0.4143,0.4027,0.3981,0.4303,0.4121,0.4187,0.4173
GREATER TORONTO AREA,202,Terminal Delta,2026,27,event,2,Monday,3.0498,3.1073,3.0202,2.9856,3.2276,3.091,3.1403,3.1295
GREATER TORONTO AREA,202,Terminal Delta,2026,27,event,3,Tuesday,24.1867,26.1009,23.2212,24.7739,24.0595,23.1557,25.5075,23.8355
GREATER TORONTO AREA,202,Terminal Delta,2026,27,event,4,Wednesday,25.3103,23.423,23.3067,22.9641,24.2245,24.8144,23.8995,23.4736
GREATER TORONTO AREA,202,Terminal Delta,2026,27,event,5,Thursday,22.5026,24.1034,24.6864,24.1585,22.7768,23.7878,22.2194,23.0879
GREATER TORONTO AREA,202,Terminal Delta,2026,27,event,6,Friday,21.2025,19.8854,22.1741,21.6533,23.4948,22.9604,22.0977,22.6381
GREATER TORONTO AREA,202,Terminal Delta,2026,27,event,7,Saturday,3.3415,2.9657,3.1887,3.0664,1.7865,1.7786,2.717,3.4181
ATLANTIC,301,Terminal Epsilon,2026,27,event,1,Sunday,0.4081,0.4023,0.4099,0.4189,0.4102,0.4122,0.4063,0.3968
ATLANTIC,301,Terminal Epsilon,2026,27,event,2,Monday,3.0604,3.0175,3.0743,3.1418,3.0762,3.0914,3.047,2.9759
ATLANTIC,301,Terminal Epsilon,2026,27,event,3,Tuesday,26.3359,24.2939,23.8299,23.8017,25.6464,23.5461,23.7824,25.4671
ATLANTIC,301,Terminal Epsilon,2026,27,event,4,Wednesday,24.5409,23.7464,24.2616,24.393,26.324,24.8547,23.3521,24.7662
ATLANTIC,301,Terminal Epsilon,2026,27,event,5,Thursday,22.0289,24.4402,25.5811,22.548,22.2507,23.3726,24.4682,21.7578
ATLANTIC,301,Terminal Epsilon,2026,27,event,6,Friday,19.9773,21.8629,19.9503,22.1957,19.8994,21.4809,22.1122,20.8394
ATLANTIC,301,Terminal Epsilon,2026,27,event,7,Saturday,3.6486,2.2368,2.893,3.501,2.3932,3.2421,2.8318,3.7968
PACIFIC,401,Terminal Zeta,2026,27,event,1,Sunday,0.4009,0.4145,0.4089,0.3928,0.3935,0.3974,0.4,0.3974
PACIFIC,401,Terminal Zeta,2026,27,event,2,Monday,3.007,3.1087,3.067,2.9457,2.9513,2.9801,3.0,2.9803
PACIFIC,401,Terminal Zeta,2026,27,event,3,Tuesday,26.0319,24.4451,26.0234,25.1745,22.8423,24.6754,23.8193,24.671
PACIFIC,401,Terminal Zeta,2026,27,event,4,Wednesday,22.8625,24.8606,23.5424,24.3284,25.3932,25.5273,25.3898,23.9545
PACIFIC,401,Terminal Zeta,2026,27,event,5,Thursday,24.3631,24.6224,25.1911,22.2733,24.4554,21.1589,23.1238,24.2173
PACIFIC,401,Terminal Zeta,2026,27,event,6,Friday,21.8198,20.5234,19.4443,21.3677,20.0443,22.6739,21.6277,21.5156
PACIFIC,401,Terminal Zeta,2026,27,event,7,Saturday,1.5147,2.0253,2.323,3.5176,3.92,2.5869,2.6394,2.2639
PRAIRIES,501,Terminal Eta,2026,27,event,1,Sunday,0.4172,0.4143,0.4185,0.423,0.4116,0.4224,0.4341,0.4149
PRAIRIES,501,Terminal Eta,2026,27,event,2,Monday,3.1294,3.1072,3.1389,3.1725,3.0869,3.1681,3.2555,3.1115
PRAIRIES,501,Terminal Eta,2026,27,event,3,Tuesday,23.836,24.6525,24.8023,24.8736,24.6404,24.312,24.3417,23.6392
PRAIRIES,501,Terminal Eta,2026,27,event,4,Wednesday,24.596,25.253,23.7274,25.3301,23.4524,24.0319,23.9593,25.1046
PRAIRIES,501,Terminal Eta,2026,27,event,5,Thursday,24.5481,24.0662,23.9427,22.9616,23.7832,22.9847,22.8961,24.0485
PRAIRIES,501,Terminal Eta,2026,27,event,6,Friday,20.1147,20.6127,21.9707,21.5354,21.0681,21.2699,21.2875,20.9789
PRAIRIES,501,Terminal Eta,2026,27,event,7,Saturday,3.3586,1.8941,1.9995,1.7038,3.5574,3.811,3.8258,2.7023
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,27,event,1,Sunday,0.4158,0.4161,0.4165,0.3962,0.4119,0.4215,0.3988,0.4247
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,27,event,2,Monday,3.1185,3.121,3.1238,2.9717,3.0893,3.1614,2.991,3.185
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,27,event,3,Tuesday,23.0222,24.3031,24.6847,25.5451,22.706,23.8268,24.349,24.4815
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,27,event,4,Wednesday,23.9804,23.0401,24.3427,24.9132,24.1785,24.4578,24.6532,23.5001
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,27,event,5,Thursday,23.2432,25.1089,22.6959,22.8202,24.0198,22.391,24.7814,23.1937
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,27,event,6,Friday,23.3607,22.1016,21.7333,21.6466,23.1755,21.9603,19.3301,23.1083
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,27,event,7,Saturday,2.8593,1.9093,3.0031,1.707,2.419,3.7811,3.4965,2.1068
QUEBEC,101,Terminal Alpha,2026,28,regular,1,Sunday,0.8079,1.0674,0.8265,0.9039,0.7213,0.7905,0.611,1.1428
QUEBEC,101,Terminal Alpha,2026,28,regular,2,Monday,21.6671,18.3853,22.311,19.8148,18.7445,19.4865,19.3998,22.3933
QUEBEC,101,Terminal Alpha,2026,28,regular,3,Tuesday,20.3672,21.6531,21.3855,20.8739,22.6491,19.3898,19.9289,20.0654
QUEBEC,101,Terminal Alpha,2026,28,regular,4,Wednesday,19.055,21.1976,20.0117,17.2808,18.8573,19.0761,20.692,20.6723
QUEBEC,101,Terminal Alpha,2026,28,regular,5,Thursday,18.4382,19.854,16.125,21.3854,19.739,18.9753,20.1633,17.7097
QUEBEC,101,Terminal Alpha,2026,28,regular,6,Friday,17.5337,16.2374,17.4001,16.166,16.7841,20.1383,17.1191,14.8452
QUEBEC,101,Terminal Alpha,2026,28,regular,7,Saturday,2.1309,1.6052,1.9402,3.5751,2.5047,2.1435,2.086,3.1713
QUEBEC,102,Terminal Beta,2026,28,regular,1,Sunday,0.8566,0.4065,0.9101,0.4513,1.1321,1.1154,1.1148,0.3694
QUEBEC,102,Terminal Beta,2026,28,regular,2,Monday,20.2686,21.0572,20.0759,19.9202,20.5362,18.5098,20.1084,19.5232
QUEBEC,102,Terminal Beta,2026,28,regular,3,Tuesday,20.7597,18.9739,20.1167,20.8753,19.7829,21.3444,20.0644,19.5142
QUEBEC,102,Terminal Beta,2026,28,regular,4,Wednesday,21.9553,19.1608,18.384,17.5552,20.3389,19.6545,18.6138,19.6945
QUEBEC,102,Terminal Beta,2026,28,regular,5,Thursday,17.3954,19.496,18.2996,19.498,18.6253,19.4504,19.9942,20.1862
QUEBEC,102,Terminal Beta,2026,28,regular,6,Friday,15.8584,17.5008,18.7526,19.6419,18.1522,16.5521,18.5717,17.6786
QUEBEC,102,Terminal Beta,2026,28,regular,7,Saturday,2.906,3.4047,3.4611,2.0582,1.4323,3.3733,1.5326,3.034
GREATER TORONTO AREA,201,Terminal Gamma,2026,28,regular,1,Sunday,1.2349,0.4198,0.6636,0.8816,0.5833,0.5126,0.4163,0.9884
GREATER TORONTO AREA,201,Terminal Gamma,2026,28,regular,2,Monday,19.6662,20.2591,20.4575,22.6457,20.2452,19.3648,19.693,23.3549
GREATER TORONTO AREA,201,Terminal Gamma,2026,28,regular,3,Tuesday,21.3939,22.5181,21.4814,18.5815,21.6269,19.5214,19.6835,18.4278
GREATER TORONTO AREA,201,Terminal Gamma,2026,28,regular,4,Wednesday,19.433,19.9413,18.2373,17.848,17.8025,19.8398,21.4074,21.9298
GREATER TORONTO AREA,201,Terminal Gamma,2026,28,regular,5,Thursday,21.2317,17.8328,18.7782,21.0059,18.2578,19.9578,20.6417,17.8303
GREATER TORONTO AREA,201,Terminal Gamma,2026,28,regular,6,Friday,15.0119,15.6244,18.5226,18.0049,18.5721,18.2572,15.9777,15.8351
GREATER TORONTO AREA,201,Terminal Gamma,2026,28,regular,7,Saturday,2.0284,3.4045,1.8593,1.0324,2.9122,2.5465,2.1805,1.6338
GREATER TORONTO AREA,202,Terminal Delta,2026,28,regular,1,Sunday,0.7553,1.0408,0.9705,0.7676,0.5737,0.7152,0.7705,0.6673
GREATER TORONTO AREA,202,Terminal Delta,2026,28,regular,2,Monday,19.6054,21.095,19.0778,18.6226,23.674,22.1109,23.3306,19.9446
GREATER TORONTO AREA,202,Terminal Delta,2026,28,regular,3,Tuesday,20.161,21.9608,22.6089,21.9074,20.4456,22.2939,19.4145,22.6289
GREATER TORONTO AREA,202,Terminal Delta,2026,28,regular,4,Wednesday,18.6723,19.1281,18.5299,16.52,18.3707,18.0815,18.6786,18.729
GREATER TORONTO AREA,202,Terminal Delta,2026,28,regular,5,Thursday,18.4064,19.9927,20.1135,20.3273,19.1513,19.8399,20.6007,17.0196
GREATER TORONTO AREA,202,Terminal Delta,2026,28,regular,6,Friday,19.1605,15.6262,17.6144,19.203,15.8722,14.7038,14.5024,19.3978
GREATER TORONTO AREA,202,Terminal Delta,2026,28,regular,7,Saturday,3.2391,1.1564,1.0849,2.652,1.9125,2.2548,2.7026,1.6127
ATLANTIC,301,Terminal Epsilon,2026,28,regular,1,Sunday,0.983,1.0541,0.6177,0.4515,0.4543,0.9887,1.1605,0.3256
ATLANTIC,301,Terminal Epsilon,2026,28,regular,2,Monday,20.007,20.0165,20.8542,21.673,22.7726,20.5097,22.92,21.205
ATLANTIC,301,Terminal Epsilon,2026,28,regular,3,Tuesday,23.2119,20.9192,19.3912,22.1991,21.2197,20.7346,18.9379,19.8335
ATLANTIC,301,Terminal Epsilon,2026,28,regular,4,Wednesday,19.0216,19.2658,17.4978,20.8389,17.9755,19.5502,18.9562,19.8406
ATLANTIC,301,Terminal Epsilon,2026,28,regular,5,Thursday,18.2468,19.6995,21.5127,17.758,19.0654,17.4515,17.7547,19.1244
ATLANTIC,301,Terminal Epsilon,2026,28,regular,6,Friday,15.3248,17.7144,18.1366,15.2455,17.1314,17.4799,17.5605,16.8655
ATLANTIC,301,Terminal Epsilon,2026,28,regular,7,Saturday,3.2048,1.3305,1.9897,1.834,1.381,3.2853,2.7102,2.8054
PACIFIC,401,Terminal Zeta,2026,28,regular,1,Sunday,1.0041,0.8564,0.7733,1.0525,0.9709,0.6901,1.1723,0.7025
PACIFIC,401,Terminal Zeta,2026,28,regular,2,Monday,18.8697,18.5224,20.2235,20.1047,20.5784,23.6042,20.4373,22.1881
PACIFIC,401,Terminal Zeta,2026,28,regular,3,Tuesday,22.0882,18.2537,18.9233,19.2544,18.3944,19.642,20.22,20.4149
PACIFIC,401,Terminal Zeta,2026,28,regular,4,Wednesday,20.4185,20.1155,20.1922,20.1912,20.0342,18.288,20.2643,18.7236
PACIFIC,401,Terminal Zeta,2026,28,regular,5,Thursday,17.8434,19.936,21.3659,19.0986,20.6359,20.9032,19.3991,20.3763
PACIFIC,401,Terminal Zeta,2026,28,regular,6,Friday,17.3399,19.9926,17.2481,16.9856,15.8554,15.5279,16.1141,15.4416
PACIFIC,401,Terminal Zeta,2026,28,regular,7,Saturday,2.4363,2.3233,1.2736,3.313,3.5308,1.3446,2.3928,2.153
PRAIRIES,501,Terminal Eta,2026,28,regular,1,Sunday,0.3502,0.6659,1.0354,0.3485,0.7988,1.1215,0.9463,0.3871
PRAIRIES,501,Terminal Eta,2026,28,regular,2,Monday,21.5539,19.2546,22.1793,19.9611,19.6888,19.232,19.5417,18.889
PRAIRIES,501,Terminal Eta,2026,28,regular,3,Tuesday,22.3628,20.4016,18.5801,20.1385,21.7648,20.4933,17.5728,19.602
PRAIRIES,501,Terminal Eta,2026,28,regular,4,Wednesday,17.32,21.4757,18.3649,17.0391,19.4688,19.7439,19.9286,18.7333
PRAIRIES,501,Terminal Eta,2026,28,regular,5,Thursday,19.0605,18.7397,20.0139,20.5752,17.3082,19.5505,20.6346,21.332
PRAIRIES,501,Terminal Eta,2026,28,regular,6,Friday,16.0207,17.4646,18.0641,18.9063,19.2889,17.5265,18.6617,18.6336
PRAIRIES,501,Terminal Eta,2026,28,regular,7,Saturday,3.3317,1.9978,1.7622,3.0313,1.6818,2.3324,2.7143,2.423
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,28,regular,1,Sunday,0.4648,1.1227,0.8748,0.5965,0.8097,1.1937,0.4456,0.8941
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,28,regular,2,Monday,20.5607,22.293,21.7043,19.5538,19.4324,20.9058,19.1828,18.5878
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,28,regular,3,Tuesday,18.2758,21.1542,18.5706,22.8176,20.2238,19.9749,19.5099,22.2071
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,28,regular,4,Wednesday,21.4314,16.8668,19.7983,21.1238,17.752,17.7729,19.5642,20.5085
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,28,regular,5,Thursday,18.4629,18.515,18.7769,18.4521,20.4476,19.4637,19.9874,19.8274
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,28,regular,6,Friday,18.6683,17.5494,18.2464,15.6969,17.9952,17.2502,19.7908,15.7033
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,28,regular,7,Saturday,2.1361,2.4989,2.0287,1.7593,3.3392,3.4388,1.5192,2.2719
QUEBEC,101,Terminal Alpha,2026,29,regular,1,Sunday,0.8079,1.0674,0.8265,0.9039,0.7213,0.7905,0.611,1.1428
QUEBEC,101,Terminal Alpha,2026,29,regular,2,Monday,21.6671,18.3853,22.311,19.8148,18.7445,19.4865,19.3998,22.3933
QUEBEC,101,Terminal Alpha,2026,29,regular,3,Tuesday,20.3672,21.6531,21.3855,20.8739,22.6491,19.3898,19.9289,20.0654
QUEBEC,101,Terminal Alpha,2026,29,regular,4,Wednesday,19.055,21.1976,20.0117,17.2808,18.8573,19.0761,20.692,20.6723
QUEBEC,101,Terminal Alpha,2026,29,regular,5,Thursday,18.4382,19.854,16.125,21.3854,19.739,18.9753,20.1633,17.7097
QUEBEC,101,Terminal Alpha,2026,29,regular,6,Friday,17.5337,16.2374,17.4001,16.166,16.7841,20.1383,17.1191,14.8452
QUEBEC,101,Terminal Alpha,2026,29,regular,7,Saturday,2.1309,1.6052,1.9402,3.5751,2.5047,2.1435,2.086,3.1713
QUEBEC,102,Terminal Beta,2026,29,regular,1,Sunday,0.8566,0.4065,0.9101,0.4513,1.1321,1.1154,1.1148,0.3694
QUEBEC,102,Terminal Beta,2026,29,regular,2,Monday,20.2686,21.0572,20.0759,19.9202,20.5362,18.5098,20.1084,19.5232
QUEBEC,102,Terminal Beta,2026,29,regular,3,Tuesday,20.7597,18.9739,20.1167,20.8753,19.7829,21.3444,20.0644,19.5142
QUEBEC,102,Terminal Beta,2026,29,regular,4,Wednesday,21.9553,19.1608,18.384,17.5552,20.3389,19.6545,18.6138,19.6945
QUEBEC,102,Terminal Beta,2026,29,regular,5,Thursday,17.3954,19.496,18.2996,19.498,18.6253,19.4504,19.9942,20.1862
QUEBEC,102,Terminal Beta,2026,29,regular,6,Friday,15.8584,17.5008,18.7526,19.6419,18.1522,16.5521,18.5717,17.6786
QUEBEC,102,Terminal Beta,2026,29,regular,7,Saturday,2.906,3.4047,3.4611,2.0582,1.4323,3.3733,1.5326,3.034
GREATER TORONTO AREA,201,Terminal Gamma,2026,29,regular,1,Sunday,1.2349,0.4198,0.6636,0.8816,0.5833,0.5126,0.4163,0.9884
GREATER TORONTO AREA,201,Terminal Gamma,2026,29,regular,2,Monday,19.6662,20.2591,20.4575,22.6457,20.2452,19.3648,19.693,23.3549
GREATER TORONTO AREA,201,Terminal Gamma,2026,29,regular,3,Tuesday,21.3939,22.5181,21.4814,18.5815,21.6269,19.5214,19.6835,18.4278
GREATER TORONTO AREA,201,Terminal Gamma,2026,29,regular,4,Wednesday,19.433,19.9413,18.2373,17.848,17.8025,19.8398,21.4074,21.9298
GREATER TORONTO AREA,201,Terminal Gamma,2026,29,regular,5,Thursday,21.2317,17.8328,18.7782,21.0059,18.2578,19.9578,20.6417,17.8303
GREATER TORONTO AREA,201,Terminal Gamma,2026,29,regular,6,Friday,15.0119,15.6244,18.5226,18.0049,18.5721,18.2572,15.9777,15.8351
GREATER TORONTO AREA,201,Terminal Gamma,2026,29,regular,7,Saturday,2.0284,3.4045,1.8593,1.0324,2.9122,2.5465,2.1805,1.6338
GREATER TORONTO AREA,202,Terminal Delta,2026,29,regular,1,Sunday,0.7553,1.0408,0.9705,0.7676,0.5737,0.7152,0.7705,0.6673
GREATER TORONTO AREA,202,Terminal Delta,2026,29,regular,2,Monday,19.6054,21.095,19.0778,18.6226,23.674,22.1109,23.3306,19.9446
GREATER TORONTO AREA,202,Terminal Delta,2026,29,regular,3,Tuesday,20.161,21.9608,22.6089,21.9074,20.4456,22.2939,19.4145,22.6289
GREATER TORONTO AREA,202,Terminal Delta,2026,29,regular,4,Wednesday,18.6723,19.1281,18.5299,16.52,18.3707,18.0815,18.6786,18.729
GREATER TORONTO AREA,202,Terminal Delta,2026,29,regular,5,Thursday,18.4064,19.9927,20.1135,20.3273,19.1513,19.8399,20.6007,17.0196
GREATER TORONTO AREA,202,Terminal Delta,2026,29,regular,6,Friday,19.1605,15.6262,17.6144,19.203,15.8722,14.7038,14.5024,19.3978
GREATER TORONTO AREA,202,Terminal Delta,2026,29,regular,7,Saturday,3.2391,1.1564,1.0849,2.652,1.9125,2.2548,2.7026,1.6127
ATLANTIC,301,Terminal Epsilon,2026,29,regular,1,Sunday,0.983,1.0541,0.6177,0.4515,0.4543,0.9887,1.1605,0.3256
ATLANTIC,301,Terminal Epsilon,2026,29,regular,2,Monday,20.007,20.0165,20.8542,21.673,22.7726,20.5097,22.92,21.205
ATLANTIC,301,Terminal Epsilon,2026,29,regular,3,Tuesday,23.2119,20.9192,19.3912,22.1991,21.2197,20.7346,18.9379,19.8335
ATLANTIC,301,Terminal Epsilon,2026,29,regular,4,Wednesday,19.0216,19.2658,17.4978,20.8389,17.9755,19.5502,18.9562,19.8406
ATLANTIC,301,Terminal Epsilon,2026,29,regular,5,Thursday,18.2468,19.6995,21.5127,17.758,19.0654,17.4515,17.7547,19.1244
ATLANTIC,301,Terminal Epsilon,2026,29,regular,6,Friday,15.3248,17.7144,18.1366,15.2455,17.1314,17.4799,17.5605,16.8655
ATLANTIC,301,Terminal Epsilon,2026,29,regular,7,Saturday,3.2048,1.3305,1.9897,1.834,1.381,3.2853,2.7102,2.8054
PACIFIC,401,Terminal Zeta,2026,29,regular,1,Sunday,1.0041,0.8564,0.7733,1.0525,0.9709,0.6901,1.1723,0.7025
PACIFIC,401,Terminal Zeta,2026,29,regular,2,Monday,18.8697,18.5224,20.2235,20.1047,20.5784,23.6042,20.4373,22.1881
PACIFIC,401,Terminal Zeta,2026,29,regular,3,Tuesday,22.0882,18.2537,18.9233,19.2544,18.3944,19.642,20.22,20.4149
PACIFIC,401,Terminal Zeta,2026,29,regular,4,Wednesday,20.4185,20.1155,20.1922,20.1912,20.0342,18.288,20.2643,18.7236
PACIFIC,401,Terminal Zeta,2026,29,regular,5,Thursday,17.8434,19.936,21.3659,19.0986,20.6359,20.9032,19.3991,20.3763
PACIFIC,401,Terminal Zeta,2026,29,regular,6,Friday,17.3399,19.9926,17.2481,16.9856,15.8554,15.5279,16.1141,15.4416
PACIFIC,401,Terminal Zeta,2026,29,regular,7,Saturday,2.4363,2.3233,1.2736,3.313,3.5308,1.3446,2.3928,2.153
PRAIRIES,501,Terminal Eta,2026,29,regular,1,Sunday,0.3502,0.6659,1.0354,0.3485,0.7988,1.1215,0.9463,0.3871
PRAIRIES,501,Terminal Eta,2026,29,regular,2,Monday,21.5539,19.2546,22.1793,19.9611,19.6888,19.232,19.5417,18.889
PRAIRIES,501,Terminal Eta,2026,29,regular,3,Tuesday,22.3628,20.4016,18.5801,20.1385,21.7648,20.4933,17.5728,19.602
PRAIRIES,501,Terminal Eta,2026,29,regular,4,Wednesday,17.32,21.4757,18.3649,17.0391,19.4688,19.7439,19.9286,18.7333
PRAIRIES,501,Terminal Eta,2026,29,regular,5,Thursday,19.0605,18.7397,20.0139,20.5752,17.3082,19.5505,20.6346,21.332
PRAIRIES,501,Terminal Eta,2026,29,regular,6,Friday,16.0207,17.4646,18.0641,18.9063,19.2889,17.5265,18.6617,18.6336
PRAIRIES,501,Terminal Eta,2026,29,regular,7,Saturday,3.3317,1.9978,1.7622,3.0313,1.6818,2.3324,2.7143,2.423
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,29,regular,1,Sunday,0.4648,1.1227,0.8748,0.5965,0.8097,1.1937,0.4456,0.8941
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,29,regular,2,Monday,20.5607,22.293,21.7043,19.5538,19.4324,20.9058,19.1828,18.5878
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,29,regular,3,Tuesday,18.2758,21.1542,18.5706,22.8176,20.2238,19.9749,19.5099,22.2071
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,29,regular,4,Wednesday,21.4314,16.8668,19.7983,21.1238,17.752,17.7729,19.5642,20.5085
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,29,regular,5,Thursday,18.4629,18.515,18.7769,18.4521,20.4476,19.4637,19.9874,19.8274
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,29,regular,6,Friday,18.6683,17.5494,18.2464,15.6969,17.9952,17.2502,19.7908,15.7033
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,29,regular,7,Saturday,2.1361,2.4989,2.0287,1.7593,3.3392,3.4388,1.5192,2.2719
QUEBEC,101,Terminal Alpha,2026,30,regular,1,Sunday,0.8079,1.0674,0.8265,0.9039,0.7213,0.7905,0.611,1.1428
QUEBEC,101,Terminal Alpha,2026,30,regular,2,Monday,21.6671,18.3853,22.311,19.8148,18.7445,19.4865,19.3998,22.3933
QUEBEC,101,Terminal Alpha,2026,30,regular,3,Tuesday,20.3672,21.6531,21.3855,20.8739,22.6491,19.3898,19.9289,20.0654
QUEBEC,101,Terminal Alpha,2026,30,regular,4,Wednesday,19.055,21.1976,20.0117,17.2808,18.8573,19.0761,20.692,20.6723
QUEBEC,101,Terminal Alpha,2026,30,regular,5,Thursday,18.4382,19.854,16.125,21.3854,19.739,18.9753,20.1633,17.7097
QUEBEC,101,Terminal Alpha,2026,30,regular,6,Friday,17.5337,16.2374,17.4001,16.166,16.7841,20.1383,17.1191,14.8452
QUEBEC,101,Terminal Alpha,2026,30,regular,7,Saturday,2.1309,1.6052,1.9402,3.5751,2.5047,2.1435,2.086,3.1713
QUEBEC,102,Terminal Beta,2026,30,regular,1,Sunday,0.8566,0.4065,0.9101,0.4513,1.1321,1.1154,1.1148,0.3694
QUEBEC,102,Terminal Beta,2026,30,regular,2,Monday,20.2686,21.0572,20.0759,19.9202,20.5362,18.5098,20.1084,19.5232
QUEBEC,102,Terminal Beta,2026,30,regular,3,Tuesday,20.7597,18.9739,20.1167,20.8753,19.7829,21.3444,20.0644,19.5142
QUEBEC,102,Terminal Beta,2026,30,regular,4,Wednesday,21.9553,19.1608,18.384,17.5552,20.3389,19.6545,18.6138,19.6945
QUEBEC,102,Terminal Beta,2026,30,regular,5,Thursday,17.3954,19.496,18.2996,19.498,18.6253,19.4504,19.9942,20.1862
QUEBEC,102,Terminal Beta,2026,30,regular,6,Friday,15.8584,17.5008,18.7526,19.6419,18.1522,16.5521,18.5717,17.6786
QUEBEC,102,Terminal Beta,2026,30,regular,7,Saturday,2.906,3.4047,3.4611,2.0582,1.4323,3.3733,1.5326,3.034
GREATER TORONTO AREA,201,Terminal Gamma,2026,30,regular,1,Sunday,1.2349,0.4198,0.6636,0.8816,0.5833,0.5126,0.4163,0.9884
GREATER TORONTO AREA,201,Terminal Gamma,2026,30,regular,2,Monday,19.6662,20.2591,20.4575,22.6457,20.2452,19.3648,19.693,23.3549
GREATER TORONTO AREA,201,Terminal Gamma,2026,30,regular,3,Tuesday,21.3939,22.5181,21.4814,18.5815,21.6269,19.5214,19.6835,18.4278
GREATER TORONTO AREA,201,Terminal Gamma,2026,30,regular,4,Wednesday,19.433,19.9413,18.2373,17.848,17.8025,19.8398,21.4074,21.9298
